year,category_id,result,recipients_json,film_title,film_tmdb_id,co_winner,verified_status,notes,scraped_at
2005,cannes.palme_dor,won,"[{""name"": ""Jean-Pierre"", ""role"": null, ""tmdb_person_id"": 2512574, ""profile_path"": null}, {""name"": ""Luc Dardenne"", ""role"": null, ""tmdb_person_id"": 45138, ""profile_path"": ""/hfnvLjmLKQyx1ftkuC6hhHwoTtM.jpg""}]",L'Enfant,580596,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.grand_prix,won,"[{""name"": ""Jim Jarmusch"", ""role"": null, ""tmdb_person_id"": 4429, ""profile_path"": ""/iMpIrvhoO9SZWhiDkSzaUt9Yd4N.jpg""}]",Broken Flowers,308,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.jury_prize,won,"[{""name"": ""Wang Xiaoshuai"", ""role"": null, ""tmdb_person_id"": 1016305, ""profile_path"": ""/o5n02PyBkNuWIZg4QV57sDtjgzb.jpg""}]",Shanghai Dreams,101908,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.best_director,won,"[{""name"": ""Michael Haneke"", ""role"": null, ""tmdb_person_id"": 6011, ""profile_path"": null}]",Caché,445,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.best_actor,won,"[{""name"": ""Tommy Lee Jones"", ""role"": null, ""tmdb_person_id"": 2176, ""profile_path"": null}]",The Three Burials of Melquiades Estrada,8053,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.best_actress,won,"[{""name"": ""Hanna Laslo"", ""role"": null, ""tmdb_person_id"": 52684, ""profile_path"": null}]",Free Zone,7483,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.best_screenplay,won,"[{""name"": ""Guillermo Arriaga"", ""role"": null, ""tmdb_person_id"": 273, ""profile_path"": ""/uwaWs4X3lm0KlM64pEAcOtyP6y4.jpg""}]",The Three Burials of Melquiades Estrada,8053,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.camera_dor,won,"[{""name"": ""Vimukthi Jayasundara"", ""role"": null, ""tmdb_person_id"": 929363, ""profile_path"": null}]",The Forsaken Land,83221,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.camera_dor,won,"[{""name"": ""Miranda July"", ""role"": null, ""tmdb_person_id"": 16860, ""profile_path"": ""/fs32oVyHtwWV4czdTaNzCMFaEe4.jpg""}]",Me and You and Everyone We Know,1382,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
2005,cannes.short_film_palme_dor,won,"[{""name"": ""Igor Strembitskyy"", ""role"": null, ""tmdb_person_id"": 1382516, ""profile_path"": null}]",Wayfarers,301464,false,auto_verified,,2026-05-03T12:51:36.628980+00:00
